onset	duration	person	FG	kind	prosody	sentence_grammar	text	commentary
2316.480	0.760	SGT. SIMS	1	speech	regular	HS;address	Wird erledigt, Lieutenant.	
2317.280	0.640	LT. DAN	1	speech	commanding	none	Na dann, los	
2318.480	3.800	FORREST (V.O.)	1	speech	regular	HS;NS	Ich glaube, er stellte an sich selbst sehr hohe Ansprüche.	
2319.320	37.960	THE FOUR TOPS	0	song	regular	foreign	“I Can't Help Myself (Sugar Pie Honey Bunch)”	
2323.200	1.920	LT. DAN	1	speech	asking	question	Also ihr Männer seid aus Arkansas, huh?	
2325.240	0.520	LT. DAN	1	speech	regular	none	Naja	
2326.680	1.040	LT. DAN	1	speech	regular	HS	Bin da mal durchgekommen.	
2328.400	1.240	LT. DAN	1	speech	regular	HS	Bedrock ist 'n hübsches Städtchen.	
2330.720	0.440	LT. DAN	1	speech	regular	none	So	
2331.560	1.440	LT. DAN	1	speech	commanding	HS	Ihr stellt jetzt euren ganzen Kram ab.	
2333.320	2.640	LT. DAN	1	speech	regular;addendum	imperative;HS	...geht zu eurem Platoonseargent, da kriegt ihre eure Kampfausrüstung.	
2336.000	1.040	ERZAEHLER	1	speech	regular	HS	Er geht in eine Latrine.	
2337.080	0.680	LT. DAN	1	speech	regular	NS	Wenn ihr Hunger habt...	
2338.000	1.480	LT. DAN	1	speech	regular;addendum	HS	...wir haben grad 'n paar Steaks auf dem Grill da drüben.	
2340.440	2.240	LT. DAN	1	speech	regular	HS	Es gibt ein Paar feststehende Regeln in diesem Platoon.	
2343.640	0.680	LT. DAN	1	speech	regular	none	Erstens	
2344.640	1.320	LT. DAN	1	speech	commanding	imperative	Passt auf eure Füße auf!	
2346.360	0.720	LT. DAN	1	speech	regular	none	Zweitens	
2347.440	2.000	LT. DAN	1	speech	regular	HS;NS	Kommt nicht auf die Idee, Dummheiten zu machen.	
2349.680	1.480	LT. DAN	1	speech	regular	imperative;HS	Lasst euch nicht umbringen, meine ich.	
2351.760	2.520	ERZAEHLER	1	speech	regular	HS	Sein Kopf verschwindet hinter der brusthohen Latrinentür.	
2356.680	2.520	FORREST	1	speech	exclamation	HS;NS	Oh Gott, Ich hoffe, ich werde ihn nie enttäuschen.	###gott trennen;eklamation###
2359.520	31.840	JIMI HENDRIX	1	song	regular	foreign	“All Along the Watchtower”	
2361.080	2.960	ERZAEHLER	1	speech	regular	HS	Auf Patrouille gehen Forrest und Bubba mit anderen durch ein Reisfeld.	
2364.120	3.320	ERZAEHLER	1	speech	regular	HS	Sie tragen tarnfarbene Helme, olivgrüne Uniformen und Rucksäcke.	
2367.720	1.640	ERZAEHLER	1	speech	regular	HS	Ihre Gewehre halten sie quer vor sich.	
2370.320	2.320	FORREST (V.O.)	1	speech	regular	HS	Ich hab sehr viel von der Gegend da zu sehen gekriegt.	
2372.840	2.200	FORREST (V.O.)	1	speech	regular	HS	Wir haben immer ganz ganz lange Wanderungen gemacht.	
2375.080	2.120	ERZAEHLER	1	speech	regular	HS	Zwischen Feldern gehen sie eine Sandpiste entlang.	
2383.400	3.560	FORREST (V.O.)	1	speech	regular	HS	Und wir waren dauernd auf der Suche nach einem gewissen Charlie.	
2387.520	1.680	ERZAEHLER	1	speech	regular	HS	Forrests Gesicht ist schmutzig.	
2389.360	2.520	ERZAEHLER	1	speech	regular	HS	Unter einem Riemen an seinem Helm klemmt ein Plastikfläschchen.	
2392.560	1.760	ERZAEHLER	1	speech	regular	HS	Ein vorne gehender Soldat hebt die Faust.	
2394.560	0.520	LT. DAN	1	speech	commanding	imperative	Stehen bleiben!	
2395.160	1.080	SGT. SIMS	1	speech	regular	address;imperative	Alle Mann, stehen bleiben!	
2396.600	2.320	ERZAEHLER	1	speech	regular	HS	Der Trupp hockt sich links und rechts der Piste an die Böschung.	
2399.680	1.920	FORREST (V.O.)	1	speech	regular	HS	Es hat nicht immer Spaß gemacht.	
2402.160	5.200	FORREST (V.O.)	1	speech	regular	HS	Lt. Dan hatte dann öfter mal so komische Vorahnungen gehabt wegen einem Stein oder einem Weg	
2407.400	3.120	FORREST (V.O.)	1	speech	regular	HS;NS	Er hat dann gesagt, wir sollen in Deckung gehen und die Schnautze halten.	
2411.080	0.680	LT. DAN	1	speech	commanding	none	In Deckung	
2412.280	0.760	LT. DAN	1	speech	commanding	none	Schnautze halten	
2413.400	1.480	FORREST (V.O.)	1	speech	regular	HS	Und das haben wir gemacht.	
2415.000	0.960	ERZAEHLER	1	speech	regular	HS	Dan geht nach vorn.	
2419.320	4.200	ERZAEHLER	1	speech	regular	AND	Er hockt sich hin, dreht sich zu seinen Männern um und zeigt mit zwei Fingern auf seine Augen.	
2426.840	3.320	ERZAEHLER	1	speech	regular	AND	Dan legt sich flach auf die Piste und späht über den Boden direkt vor ihm.	
2431.320	6.320	FORREST (V.O.)	1	speech	regular	complex	Viel versteh ich ja nicht davon, aber ich glaube, in dem Krieg da dienten manche, das waren die Besten jungen Amerikaner.	
2438.200	1.920	FORREST (V.O.)	1	speech	regular	HS	Das war Dallas aus Phoenix.	
2440.360	1.200	ERZAEHLER	1	speech	regular	none	Ein Soldat mit Hornbrille	
2442.120	0.920	FORREST (V.O.)	1	speech	regular	incomplete	Und Cleveland...	
2443.240	1.080	FORREST (V.O.)	1	speech	regular;addendum	HS	...der war aus Detroid.	
2444.360	0.600	ERZAEHLER	1	speech	regular	none	Ein Schwarzer	
2445.040	0.680	CLEVELAND	1	speech	regular	address	Hey, Tex	
2446.760	0.440	CLEVELAND	1	speech	regular	address	Tex	
2447.520	1.720	CLEVELAND	1	speech	asking	question	Verdammt nochmal, was ist denn da los?	###verdammt nochmal = exclamation###
2449.720	1.120	FORREST (V.O.)	1	speech	regular	HS	Und Tex war...	
2451.360	0.720	FORREST (V.O.)	1	speech	exclamation	none	Achje	
2452.120	1.800	FORREST (V.O.)	1	speech	regular	HS;NS	Ich weiß nicht mehr, wo Tex herkam.	
2453.960	1.000	LT. DAN	1	speech	regular	none	Ach, nichts	
2455.240	1.680	ERZAEHLER	1	speech	regular	HS	Vorne steht Lieutenant Dan wieder auf.	
2459.240	1.360	LT. DAN	1	speech	commanding	none	Viertes Platoon auf die Füße	
2462.040	1.440	LT. DAN	1	speech	regular	HS	Wir hams nicht mehr weit bis zum Fluss.	
2464.080	0.920	LT. DAN	1	speech	commanding	none	Vorwärts, Marsch	
2465.120	1.120	###	1	speech	regular	HS	Ok, dann wollen wir mal wieder.	
2465.120	55.080	THE DOORS	0	song	regular	###	“Soul Kitchen”	
2471.960	3.480	FORREST	1	speech	regular	HS;NS	Das gute an Vietnam war, dass man immer irgendwas vorhatte.	
2476.000	0.760	LT. DAN (V.O.)	0	speech	regular	undistinguishable		###WTF?###
2478.400	1.880	ERZAEHLER	1	speech	regular	HS	Hinter Dan und Forrest fliegt Erde hoch.	
2480.560	0.280	LT. DAN	1	speech	regular	address	Gump	
2481.200	0.800	LT. DAN	1	speech	commanding	imperative	Kontrollier das Loch!	
2482.080	0.920	ERZAEHLER	1	speech	regular	HS	Forrest kriecht rein.	
2483.040	1.880	FORREST (V.O.)	1	speech	regular	HS	Und es gab auch immer irgendwas zu tun.	
2485.680	0.960	LT. DAN	1	speech	commanding	address	Vorwärts, Männer	
2487.080	1.120	SGT. SIMS	1	speech	commanding	imperative	Los, gebt Feuerschutz!	
2488.280	2.880	ERZAEHLER	1	speech	regular	HS	Bis zur Brust in trübem Wasser watet der Trupp durch ein Reisfeld.	
2493.400	2.320	FORREST (V.O.)	1	speech	regular	HS	Eines Tages fing es an zu regnen.	
2496.000	3.040	FORREST (V.O.)	1	speech	regular	HS	Und es hörte vier Monate lang nicht auf.	
2499.680	2.360	FORREST (V.O.)	1	speech	regular	HS;NS	Wir haben so zu ziemlich jeden Regen gehabt, den es gibt.	
2502.520	2.520	FORREST (V.O.)	1	speech	regular	none	Regen mit kleinen prasselnden Tropfen.	
2505.800	2.160	FORREST (V.O.)	1	speech	regular	none	Richtig schönen dicken Tropfen.	
2508.520	2.600	FORREST (V.O.)	1	speech	regular	none;NS	Regen, der von der Seite kam	
2511.840	1.560	FORREST (V.O.)	1	speech	regular	none	Und manchmal sogar Regen,...	
2513.640	2.480	FORREST (V.O.)	1	speech	regular	NS	...der von unten nach oben zu kommen schien.	
2516.160	1.000	ERZAEHLER	1	speech	regular	HS	Sie gehen durch einen Fluss.	
2517.320	1.040	FORREST (V.O.)	1	speech	exclamation	none	So ein Mist	
2518.440	1.720	FORREST (V.O.)	1	speech	regular	HS	Es regnete sogar nachts.	
2520.600	0.760	BUBBA	1	speech	regular	address	Na, Forrest	
2521.920	0.720	FORREST	1	speech	regular	address	Na, Bubba	
2522.920	3.160	BUBBA	1	speech	regular	complex	Weißt du was, ich lehn mich bei dir an und du lehnst dich dafür bei mir an.	
2526.440	2.480	BUBBA	1	speech	regular	HS	Dann brauchen wir wenigstens nicht mit dem Kopf im Schlamm zu pennen.	
2530.600	1.840	BUBBA	1	speech	asking	HS;NS	Weißt du, warum wir so gute Kameraden sind?	
2532.480	0.520	BUBBA	1	speech	regular	address	Forrest	
2534.280	1.880	BUBBA	1	speech	regular	HS	Wir passen aufeinander auf, deswegen.	
2536.840	1.320	BUBBA	1	speech	regular	none	Wie Brüder ist sowas.	
2540.400	0.760	BUBBA	1	speech	regular	address	Du, Forrest	
2541.680	1.360	BUBBA	1	speech	regular	HS	Ich hab mir mal was überlegt.	
2543.880	2.560	BUBBA	1	speech	regular	HS	Ich werd dich jetzt was ganz wichtiges fragen, ja?	
2548.360	3.320	BUBBA	1	speech	regular	question;NS	Was hälst du davon, wenn du mit mir ins Shrimpgeschäft einsteigst?	
2553.480	0.760	FORREST	1	speech	regular	none	Okay	
2554.840	1.240	BUBBA	1	speech	regular	address;HS;address	Mann, ich sag dir was, du	
2556.320	1.680	BUBBA	1	speech	regular	HS	Also, ich hab das alles schon durchgerechnet.	
2558.280	2.400	BUBBA	1	speech	regular	none;NS	So und so viel Pfund Shrimps, um das Boot abzuzahlen	
2561.040	1.600	BUBBA	1	speech	regular	none	So und so viel Pfund für Diesel	
2562.920	2.800	BUBBA	1	speech	regular	HS;HS	Wohnen können wir ja auf dem Boot, dann fällt die Miete schonmal weg.	
2566.640	3.840	BUBBA	1	speech	regular	HS;NS	Ich bin der Kaptain, aber wir machen alles zusammen und teilen alles immer durch zwei.	
2570.560	1.120	BUBBA	1	speech	asking	question;NS	Verstehst du, was ich sage?	
2571.760	0.920	BUBBA	1	speech	regular	none	Fifty, fifty	
2573.000	0.960	BUBBA	1	speech	regular	address	Und Forrest,	
2574.080	2.240	BUBBA	1	speech	regular	HS	So viel Shrimps wie du essen kannst.	
2577.920	1.640	FORREST	1	speech	regular	HS	Das ist wirklich ne gute Idee.	
2579.640	39.000	THE MAMAS AND THE PAPAS	1	song	regular		“California Dreamin”	
2580.680	1.920	FORREST (V.O.)	1	speech	regular	HS	Bubba hatte wirklich ne gute Idee.	
2583.200	1.720	ERZAEHLER	1	speech	regular	AND	Er liegt unter einer Plane und schreibt.	
2586.400	2.080	FORREST (V.O.)	1	speech	regular	HS	Ich hab das sogar Jenny geschrieben.	
2589.120	1.480	FORREST (V.O.)	1	speech	regular	HS	Ich hab ihr immer Briefe geschrieben.	
2590.960	2.120	FORREST (V.O.)	1	speech	regular;addendum	none	Nicht jeden Tag, aber fast jeden Tag.	
2593.520	6.480	FORREST (V.O.)	1	speech	regular	complex	Ich hab ihr erzählt, was ich so mache und sie gefragt, was sie so macht. Und ich hab ihr geschrieben, dass ich immer an sie denke.	###trennen###
2600.320	1.720	ERZAEHLER	1	speech	regular	HS	Jenny kommt aus dem Wohnwagen ihrer Oma.	
2602.120	2.880	FORREST (V.O.)	1	speech	regular	HS;NS	und das ich mich schon darauf freue, mal einen Brief von ihr zu kriegen,	
2605.560	1.080	FORREST (V.O.)	1	speech	regular;addendum	NS	...wenn sie Zeit dafür hat.	
2606.840	2.160	ERZAEHLER	1	speech	regular	HS	Sie steigt zu anderen Hippies in einen VW-Bus.	
2609.200	2.000	FORREST (V.O.)	1	speech	regular	HS;NS	Ich hab ihr immer gesagt, dass es mir gut geht.	
2611.760	2.040	FORREST (V.O.)	1	speech	regular	HS	Und jeden Brief hab ich unterschrieben.	
2615.080	0.720	FORREST (V.O.)	1	speech	regular	none	In Liebe	direkte Rede
2616.160	1.640	FORREST (V.O.)	1	speech	regular	address	Forrest Gump	direkte Rede
2618.640	25.800	BUFFALO SPRINGFIELD	1	song	regular		“For What Its Worth”	
2619.360	1.360	ERZAEHLER	1	speech	regular	HS	Auf Patrouille streift der Trupp...	
2622.120	0.640	ERZAEHLER	1	speech	regular	completion	...durch den Dschungel.	
2628.160	2.360	BUFFALO SPRINGFIELD	1	singing	regular	foreign	There's something happenin' here.	
2632.240	1.000	FORREST (V.O.)	1	speech	regular	HS	Dann kam ein Tag	
2633.680	2.000	FORREST (V.O.)	1	speech	regular	HS	Wir waren grade mal unterwegs, wie üblich.	
2636.720	2.800	FORREST (V.O.)	1	speech	regular	HS	Da hat plötzlich jemand den Regen abgestellt.	
2640.000	0.720	FORREST (V.O.)	1	speech	regular	none	Einfach so	
2641.400	1.240	FORREST (V.O.)	1	speech	regular	HS	und die Sonne kam raus.	
2645.360	1.120	ERZAEHLER	1	speech	regular	HS	Ein Kamerad wird getroffen.	
2646.520	1.040	ERZAEHLER	1	speech	regular	HS	Forrest wirft sich hin.	
2645.760	0.360	SOLDIER 1	1	speech	commanding	none	runter	#movie#
2645.800	0.200	SOLDIER 1	1	non	regular	none	aaaah	#movie#
2648.040	1.040	LT. DAN	1	speech	regular	imperative	Geht in Deckung!	
2649.040	1.680	ERZAEHLER	1	speech	regular	HS	Leuchtende Munition saust durch die Luft.	
2654.760	1.200	ERZAEHLER	1	speech	regular	HS	Überall spritzt Erde hoch.	
2656.080	1.520	ERZAEHLER	1	speech	regular	HS	Forrest robbt hinter eine Wegböschung.	
2658.120	2.280	LT. DAN	1	speech	commanding	HS	Ihr sollt das MG herbringen, verdammt nochmal!	
2660.400	1.200	BUBBA	1	speech	regular	address	Forrest	
2661.440	0.920	BUBBA	1	speech	asking	none	Alles okay?	
2662.480	2.680	ERZAEHLER	1	speech	regular	AND	Neben Forrest liegt Dan und hält den Hörer eines Funktelefons.	
2665.000	3.160	LT. DAN	0	speech	regular	complex	Strongarm, Strongarm, Hier Leg Lima 6, wir liegen unter Beschuss.	
2668.160	1.240	LT. DAN	0	speech	commanding	address	Sanitäter	
2669.440	1.200	LT. DAN	1	speech	regular	HS	Wir haben einen Verwundeten.	
2670.680	0.840	ERZAEHLER	1	speech	regular	HS	Forrest schießt.	
2671.760	1.120	LT. DAN	1	speech	regular	none	Hier Leg Lima 6	
2673.880	0.320	LT. DAN	1	non	regular	none	hach	
2674.520	4.960	LT. DAN	1	speech	regular	none	Strongarm, unter schwerem Beschuss von der feindlichen um Blue Line Fluss 2.	
2679.720	1.360	LT. DAN	1	speech	regular	none	Mörserfeuer und Raketen	
2682.000	1.920	SOLDIER WITH BIG MACHINE GUN	1	speech	exclamation	HS;HS	Es klemmt, verflucht nochmal, es klemmt.	###exclamation###
2685.800	1.200	LT. DAN	1	speech	regular	address	Verdammt nochmal, Männer	
2687.480	1.640	LT. DAN	1	speech	commanding	imperative	Holt das MG!	
2689.840	1.640	LT. DAN	1	speech	commanding	imperative	Halt voll auf die Bäume drauf!	
2692.280	1.840	ERZAEHLER	1	speech	regular	HS	Ein Feuerball fegt die MG-Schützen weg.	
2698.840	0.720	LT. DAN	1	speech	asking	question	Habt ihr verstanden?	
2700.320	0.880	LT. DAN	1	commanding	regular	none	Rückzug	
2701.760	2.760	BUBBA	1	speech	regular	address	Forrest	
2702.720	1.000	BUBBA	1	speech	commanding	imperative	Lauf, lauf	
2703.760	0.680	BUBBA	1	speech	regular	address	Forrest	
2704.600	1.080	LT. DAN	1	speech	commanding	none	Rückzug	
2705.880	2.520	ERZAEHLER	1	speech	regular	HS	Forrest schaut verstört zwischen Dan und Bubba hin und her.	
2708.600	0.680	BUBBA	1	speech	commanding	imperative	Lauf!	
2709.480	1.320	SGT. SIMS	1	speech	commanding	none	Rückzug	
2710.880	1.200	ERZAEHLER	1	speech	regular	HS	Dan zerrt Forrest hoch.	
2712.920	3.920	LT. DAN	1	speech	commanding	address;imperative	Gump, verdammt nochmal, verdammt nochmal, lauf!	##exclamation trennen###
2717.080	1.000	ERZAEHLER	1	speech	regular	HS	Forrest rennt los.	
2718.160	1.360	ERZAEHLER	1	speech	regular	HS	Überall schlagen Granaten ein.	
2719.200	0.480	SOLIDER 2	0	speech	regular	none	aaaaah	
2719.600	0.920	ERZAEHLER	1	speech	regular	HS	Erde spritzt hoch.	
2723.760	1.760	ERZAEHLER	1	speech	regular	HS	Ein Soldat hinter Forrest wird weggerissen.	
2733.560	2.240	ERZAEHLER	1	speech	regular	HS;NS	Forrest überholt Bubba, ohne ihn zu bemerken.	
2735.280	1.320	SOLDIER	1	speech	commanding	imperative	Alle zurückziehen!	
2739.840	92.280	OST	0	song	instrumental	instrumental		
2740.320	3.400	FORREST (V.O.)	1	speech	regular	HS;NS	Ich lief und lief, genauso wie Jenny es mir gesagt hatte.	
2746.240	1.320	FORREST (V.O.)	1	speech	regular	HS;NS	Ich lief so schnell und weit	
2748.000	1.800	FORREST (V.O.)	1	speech	regular	NS	...dass ich ziemlich bald ganz alleine war.	
2750.280	2.120	LT. DAN	1	speech	regular;addendum	HS	Und das war eine böse Sache.	
2753.160	0.400	FORREST	1	speech	regular	address	Bubba	
2754.120	2.200	ERZAEHLER	1	speech	regular	AND	Er bleibt stehen, schnellt herum und rennt zurück.	
2756.720	1.640	FORREST (V.O.)	1	speech	regular	HS	Bubba war mein bester guter Freund. 	
2758.400	1.600	FORREST (V.O.)	1	speech	regular	HS;NS	Ich musste nachsehen, ob es ihm gut geht.	
2761.560	1.640	ERZAEHLER	1	speech	regular	HS	Forrest läuft durch den lichten Dschungel.	
2771.960	0.440	FORREST	1	speech	regular	address	Bubba	
2772.840	1.360	ERZAEHLER	1	speech	regular	HS	Neben ihm hebt sich eine Hand.	
2774.320	2.320	FORREST (V.O.)	1	speech	regular	incomplete	Auf meinem Rückweg und auf der Suche nach Bubba...	
2777.040	0.400	FORREST (V.O.)	1	speech	regular	none	naja	
2777.640	1.960	FORREST (V.O.)	1	speech	regular	completion	...da hat auf einmal der Junge auf der Erde gelegen.	
2779.800	0.400	FORREST	1	speech	regular	address	Tex	
2780.560	1.800	ERZAEHLER	1	speech	regular	HS	Forrest legt sich Tex über die Schultern.	
2782.520	0.760	FORREST	1	speech	regular	none	Okay	
2783.680	2.480	FORREST (V.O.)	1	speech	regular	HS	Ich konnte ihn doch nicht einfach alleine da liegen lassen.	
2785.080	0.600	TEX	1	non	regular	none	aaaah	
2785.800	0.880	TEX	1	non	regular	none	erraaah	
2786.480	1.160	FORREST (V.O.)	1	speech	regular;addendum	none;NS	Bei der Angst, die er hatte.	
2788.200	2.520	LT. DAN	1	speech	regular	AND	Also hab ich ihn aufgehoben und bin mit ihm da raus.	
2788.200	3.200	TEX	1	non	regular	none	aaahörroohhööö	
2791.200	1.520	ERZAEHLER	1	speech	regular	HS	Tex ist an der Schulter verwundet.	
2792.880	1.560	ERZAEHLER	1	speech	regular	HS	Sein Hemd ist blutdurchtränkt.	
2796.400	1.400	TEX	1	non	regular	none	errruuuh	
2798.440	3.840	ERZAEHLER	1	speech	regular	AND	Forrest kommt mit Tex zu einer Lichtung an einem Flussufer und legt ihn ins Gras.	
2804.000	0.080	TEX	1	non	regular	none	ooooiiiöööh	
2805.800	4.160	FORREST (V.O.)	1	speech	regular	complex	Jedesmal, wenn ich wieder zurücklief, um Bubba zu suchen, sagte irgendein anderer zu mir:	
2810.320	0.840	FORREST (V.O.)	1	speech	regular	imperative;address	Hilf mir, Forrest!	direkte Rede;###trennen###
2811.440	0.520	FORREST (V.O.)	1	speech	regular	imperative	Hilf mir!	direkte Rede
2812.880	1.800	SOLDIER 3	1	non	regular	none	iiiooo jiss	
2814.520	3.040	ERZAEHLER	1	speech	regular	AND	Er legt einen Soldaten mit blutigem Kopfverband ans Ufer und rennt zurück. 	
2817.760	0.720	ERZAEHLER	1	speech	regular	HS	Er findet Dallas.	
2818.880	0.840	DALLAS	1	speech	regular	HS	Ich hör nichts.	
2820.600	1.000	DALLAS	1	non	regular	none	err hubb	
2821.400	1.360	ERZAEHLER	1	speech	regular	HS	Forrest legt auch ihn ans Ufer.	
2823.400	1.680	2ND WOUNDED SOLDIER	0	speech	regular	complex	Keine Angst, bleib schön liegen, du wirst schon wieder.	
2828.960	2.880	FORREST (V.O.)	1	speech	regular	HS;NS	Allmählich kriegte ich Angst, dass ich Bubba nie mehr finde.	
2832.360	0.360	FORREST	1	speech	regular	none	huubb	
2833.440	2.240	ERZAEHLER	1	speech	regular	AND	Er stolpert und starrt auf Dans blutige Beine.	
2836.040	1.520	LT. DAN	1	speech	regular	HS	Charlie scheint hier überall zu sein.	
2837.680	1.600	LT. DAN	1	speech	regular	HS	Ich brauche auf der Stelle Kampfbomber.	
2839.360	0.680	LT. DAN	1	speech	commanding	imperative	Beeilt euch!	
2840.080	0.520	LT. DAN	1	speech	regular	none	Over	
2841.080	3.000	STRONGARM	1	broadcast	regular	none	Leg Lima 6, Leg Lima 6 bitte kommen, Over	###
2841.680	0.320	LT. DAN	1	speech	regular		haaaa	
2842.000	0.920	FORREST	1	speech	regular	address	Lt. Dan	mname
2843.000	1.120	FORREST	1	speech	regular	HS	Coleman ist tot.	mname
2844.000	1.200	LT. DAN	1	speech	regular	HS;NS	Ich weiß, dass er tot ist.	
2845.280	2.200	LT. DAN	1	speech	regular	HS	Mein ganzes verdammtes Platoon ist hinüber.	
2847.680	1.520	ERZAEHLER	1	speech	regular	HS	Forrest schnallt Dan den Rucksack ab.	
2841.080	3.000	STRONGARM	1	broadcast	regular	complex	Leg Lima 6, Leg Lima 6 bitte kommen, Over	
2847.800	0.400	LT. DAN	1	speech	regular	none	aah	
2849.960	0.960	LT. DAN	1	speech	asking	question	Was machst du da?	
2851.320	1.240	LT. DAN	1	speech	commanding	imperative;imperative;imperative	Lass mich hier! Hau ab!	
2852.680	0.600	FORREST	1	speech	regular	none	äääh	
2852.680	0.480	LT. DAN	1	speech	asking	question	Hörst du?!	
2853.480	1.040	LT. DAN	1	speech	commanding	HS	Du sollst mich hier lassen!	
2854.680	0.960	LT. DAN	1	speech	regular	imperative	Verzieh dich!	
2855.720	1.560	ERZAEHLER	1	speech	regular	HS	Forrest wuchtet Dan auf die Schultern.	
2857.600	1.320	LT. DAN	1	speech	regular	HS;NS	Ich sag doch, lass mich hier.	
2859.080	1.400	LT. DAN	1	speech	commanding	HS	Du sollst mich hier liegen lassen!	
2860.520	1.520	LT. DAN	1	speech	regular	none	Du Idiot, verdammt nochmal.	
2860.200	4.840	STRONGARM	1	broadcast	regular	complex	Leg Lima 6 Leg Lima 6, Hier ist Strong Arm ich melde eure Kampfbomber sind im Anflug. Over	
